RepeFonct,ElemSys,LibOccur,LineRev,ComponentKind,Contrat,Type,Manufact,ActuKind,ActuRef,PSU_ECS1,PSU_Volt1,CompartAlloc,t_CloseReq,ValvFailSfPositn,SGApp
-DVD1704RA-,-DVD,Outlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD1901RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD1902RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD1903RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD1904RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD1914RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2104RA-,-DVD,RECIRC.AIR HALL DIESEL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD2104RAM,-DVD,Recirc.Dmpr.Mtr.Diesel.Hall,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOQ1101TB-,400,-LOQ349AJC-,null,[NE],-
-DVD2105RA-,-DVD,RECIRC.AIR HALL DIESEL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD2105RAM,-DVD,Recirc.Dmpr.Mtr.Diesel.Hall,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOQ1101TB-,400,-LOQ307AJC-,null,[NE],-
-DVD2113RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2123RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2133RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2142RA-,-DVD,DAMPER.ISL.5 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD2142RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOQ1101TB-,400,-LOQ313AJC-,null,[NE],-
-DVD2152RA-,-DVD,DAMPER.ISL.6 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD2152RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOQ1101TB-,400,-LOQ319AJC-,null,[NE],-
-DVD2162RA-,-DVD,DAMPER.ISL.7 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD2162RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOQ1101TB-,400,-LOQ325AJC-,null,[NE],-
-DVD2163RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2172RA-,-DVD,DAMPER.ISL.8 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD2172RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOQ1101TB-,400,-LOQ331AJC-,null,[NE],-
-DVD2322RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2332RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2342RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2352RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2401RA-,-DVD,CTRL.DMPR.FRESH AIR LOC.ELEC.,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2437RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2439RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2445RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2446RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2449RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2450RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2451RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2453RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2454RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2460RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2466RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2467RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2468RA-,-DVD,Ventilation check valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2470RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2502RA-,-DVD,Relay Tank Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2504RA-,-DVD,Fuel Tanks Room Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2505RA-,-DVD,Ventilation check valve,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2533RA-,-DVD,Ventilation check valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2538RA-,-DVD,Relay Tank Supply,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2601RA-,-DVD,Fire damper AHU room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2603RA-,-DVD,Fire damper HVAC room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2604RA-,-DVD,Fire damper HVAC room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2605RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2606RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2607RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2608RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2609RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2610RA-,-DVD,Fire damper HVAC room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2611RA-,-DVD,Fire damper Relay Fuel Tank,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2612RA-,-DVD,Fire damper Relay Fuel Tank,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2613RA-,-DVD,Fire damper AHU room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2621RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2623RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2624RA-,-DVD,Fire damper Main Fuel Tank,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2643RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2651RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2652RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2653RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2654RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2655RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2656RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2657RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2658RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2659RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2660RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD2701RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2702RA-,-DVD,Inlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2703RA-,-DVD,Inlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2704RA-,-DVD,Outlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2901RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2902RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2903RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2904RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD2914RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3104RA-,-DVD,RECIRC.AIR HALL DIESEL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD3104RAM,-DVD,Recirc.Dmpr.Mtr.Diesel.Hall,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOR1101TB-,400,-LOR338AJC-,null,[NE],-
-DVD3105RA-,-DVD,RECIRC.AIR HALL DIESEL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD3105RAM,-DVD,Recirc.Dmpr.Mtr.Diesel.Hall,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOR1101TB-,400,-LOR431AJC-,null,[NE],-
-DVD3113RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3123RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3133RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3142RA-,-DVD,DAMPER.ISL.5 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD3142RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOR1101TB-,400,-LOR437AJC-,null,[NE],-
-DVD3152RA-,-DVD,DAMPER.ISL.6 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD3152RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOR1101TB-,400,-LOR443AJC-,null,[NE],-
-DVD3162RA-,-DVD,DAMPER.ISL.7 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD3162RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOR1101TB-,400,-LOR449AJC-,null,[NE],-
-DVD3163RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3172RA-,-DVD,DAMPER.ISL.8 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD3172RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOR1101TB-,400,-LOR455AJC-,null,[NE],-
-DVD3322RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3332RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3342RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3352RA-,-DVD,Diesel hall Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3401RA-,-DVD,CTRL.DMPR.FRESH AIR LOC.ELEC.,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3437RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3439RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3445RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3446RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3449RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3450RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3451RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3453RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3454RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3460RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3466RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3467RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3468RA-,-DVD,Ventilation check valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3470RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3502RA-,-DVD,Relay Tank Exhaust,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3504RA-,-DVD,Fuel Tanks Room Exhaust,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3505RA-,-DVD,Ventilation check valve,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3533RA-,-DVD,Ventilation check valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3538RA-,-DVD,Relay Tank Supply,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3601RA-,-DVD,Fire damper AHU room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3603RA-,-DVD,Fire damper HVAC room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3604RA-,-DVD,Fire damper HVAC room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3605RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3606RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3607RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3608RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3609RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3610RA-,-DVD,Fire damper HVAC room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3611RA-,-DVD,Fire damper Relay Fuel Tank,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3612RA-,-DVD,Fire damper Relay Fuel Tank,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3613RA-,-DVD,Fire damper AHU room,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3621RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3623RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3624RA-,-DVD,Fire damper Main Fuel Tank,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3643RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3651RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3652RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3653RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3654RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3655RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3656RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3657RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3658RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3659RA-,-DVD,Ventilation on-off valve,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3660RA-,-DVD,Fire dmpr firefigthing lobby,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DVD3701RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3702RA-,-DVD,Inlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3703RA-,-DVD,Inlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3704RA-,-DVD,Outlet Control Damper,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3901RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3902RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3903RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3904RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD3914RA-,-DVD,Ventilation control valve,I.3,Manual control damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD4104RA-,-DVD,RECIRC.AIR HALL DIESEL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD4104RAM,-DVD,Recirc.Dmpr.Mtr.Diesel.Hall,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOS1101TB-,400,-LOS331AJC-,null,[NE],-
-DVD4105RA-,-DVD,RECIRC.AIR HALL DIESEL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD4105RAM,-DVD,Recirc.Dmpr.Mtr.Diesel.Hall,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOS1101TB-,400,-LOS437AJC-,null,[NE],-
-DVD4113RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD4123RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD4133RA-,-DVD,INLET.HALL DIESEL,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DVD4142RA-,-DVD,DAMPER.ISL.5 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DVD4142RAM,-DVD,Isl.Dmpr.Mtr.Air.Sply.HD,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LOS1101TB-,400,-LOS443AJC-,null,[NE],-
-DVD4152RA-,-DVD,DAMPER.ISL.6 INLET.HD EDG,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
